LoincNumber,LongCommonName,PartNumber,PartTypeName,PartName,PartSequenceOrder,RID,PreferredName,RPID,LongName
37864-6,XR Sinuses lateral and Caldwell and Waters,LP220572-4,Rad.View.View type,lateral,A.A,RID43591,lateral view,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP220561-7,Rad.View.View type,Caldwell,A.B,RID43671,Caldwell view,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP220614-4,Rad.View.View type,Waters,A.C,RID43689,Occipitomental view,,
37866-1,XR tomography Sinuses,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37866-1,XR tomography Sinuses,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37866-1,XR tomography Sinuses,LP220473-5,Rad.Modality.Modality subtype,Tomography,A,RID28840,tomography,,
37866-1,XR tomography Sinuses,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37867-9,XR Skull 2 views,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37867-9,XR Skull 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37867-9,XR Skull 2 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37867-9,XR Skull 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,,
37868-7,XR Skull 4 views,LP220534-4,Rad.View.Aggregation,Views 4,A,RID43408,4 views,,
37868-7,XR Skull 4 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37868-7,XR Skull 4 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37868-7,XR Skull 4 views,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37869-5,XR Skull lateral and Towne,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37869-5,XR Skull lateral and Towne,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37869-5,XR Skull lateral and Towne,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37869-5,XR Skull lateral and Towne,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37869-5,XR Skull lateral and Towne,LP220572-4,Rad.View.View type,lateral,A.A,RID43591,lateral view,,
37869-5,XR Skull lateral and Towne,LP220605-2,Rad.View.View type,Towne,A.B,RID43686,Towne view,,
37870-3,XR Skull Towne,LP220605-2,Rad.View.View type,Towne,A,RID43686,Towne view,,
37870-3,XR Skull Towne,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37870-3,XR Skull Towne,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37870-3,XR Skull Towne,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37870-3,XR Skull Towne,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP220572-4,Rad.View.View type,lateral,A.A,RID43591,lateral view,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP220561-7,Rad.View.View type,Caldwell,A.B,RID43671,Caldwell view,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP220614-4,Rad.View.View type,Waters,A.C,RID43689,Occipitomental view,,
37871-1,XR Skull lateral and Caldwell and Waters and Towne,LP220605-2,Rad.View.View type,Towne,A.D,RID43686,Towne view,,
37872-9,XR Skull lateral crosstable,LP220573-2,Rad.View.View type,lateral crosstable,A,RID45782,cross table lateral view,,
37872-9,XR Skull lateral crosstable,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37872-9,XR Skull lateral crosstable,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37872-9,XR Skull lateral crosstable,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37872-9,XR Skull lateral crosstable,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37874-5,XR tomography Skull,LP221496-5,Rad.Anatomic Location.Imaging Focus,Skull,A,RID9196,skull,,
37874-5,XR tomography Skull,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37874-5,XR tomography Skull,LP220473-5,Rad.Modality.Modality subtype,Tomography,A,RID28840,tomography,,
37874-5,XR tomography Skull,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37875-2,XR Spine Single view,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,RPID2571,XR Spine
37875-2,XR Spine Single view,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,RPID2571,XR Spine
37875-2,XR Spine Single view,LP220528-6,Rad.View.Aggregation,View 1,A,RID43399,1 view,RPID2571,XR Spine
37875-2,XR Spine Single view,LP220528-6,Rad.View.Aggregation,View 1,A,RID43399,1 view,RPID2571,XR Spine
37875-2,XR Spine Single view,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,RPID2571,XR Spine
37875-2,XR Spine Single view,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,RPID2571,XR Spine
37875-2,XR Spine Single view,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,RPID2571,XR Spine
37875-2,XR Spine Single view,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,RPID2571,XR Spine
37876-0,XR Spine 4 views,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,,
37876-0,XR Spine 4 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37876-0,XR Spine 4 views,LP220534-4,Rad.View.Aggregation,Views 4,A,RID43408,4 views,,
37876-0,XR Spine 4 views,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
37877-8,XR Spine AP,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
37877-8,XR Spine AP,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37877-8,XR Spine AP,LP220552-6,Rad.View.View type,AP,A,RID43583,AP view,,
37877-8,XR Spine AP,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37877-8,XR Spine AP,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,,
37878-6,XR Spine lateral crosstable,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,,
37878-6,XR Spine lateral crosstable,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37878-6,XR Spine lateral crosstable,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37878-6,XR Spine lateral crosstable,LP220573-2,Rad.View.View type,lateral crosstable,A,RID45782,cross table lateral view,,
37878-6,XR Spine lateral crosstable,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
37879-4,XR Spine 2 views,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
37879-4,XR Spine 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,,
37879-4,XR Spine 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37879-4,XR Spine 2 views,LP200016-6,Rad.Anatomic Location.Imaging Focus,Spine,A,RID7741,Spine,,
37880-2,XR Sternoclavicular Joint AP,LP200021-6,Rad.Anatomic Location.Imaging Focus,Sternoclavicular joint,A,RID1884,Sternoclavicular joint,,
37880-2,XR Sternoclavicular Joint AP,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37880-2,XR Sternoclavicular Joint AP,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37880-2,XR Sternoclavicular Joint AP,LP220552-6,Rad.View.View type,AP,A,RID43583,AP view,,
37880-2,XR Sternoclavicular Joint AP,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37881-0,XR Sternoclavicular Joint 3 views,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37881-0,XR Sternoclavicular Joint 3 views,LP220532-8,Rad.View.Aggregation,Views 3,A,RID43406,3 views,,
37881-0,XR Sternoclavicular Joint 3 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37881-0,XR Sternoclavicular Joint 3 views,LP200021-6,Rad.Anatomic Location.Imaging Focus,Sternoclavicular joint,A,RID1884,Sternoclavicular joint,,
37882-8,XR Sternoclavicular Joint 4 views,LP200021-6,Rad.Anatomic Location.Imaging Focus,Sternoclavicular joint,A,RID1884,Sternoclavicular joint,,
37882-8,XR Sternoclavicular Joint 4 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37882-8,XR Sternoclavicular Joint 4 views,LP220534-4,Rad.View.Aggregation,Views 4,A,RID43408,4 views,,
37882-8,XR Sternoclavicular Joint 4 views,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37883-6,XR Sternum 2 views,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37883-6,XR Sternum 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,,
37883-6,XR Sternum 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37883-6,XR Sternum 2 views,LP206665-4,Rad.Anatomic Location.Imaging Focus,Sternum,A,RID2473,Sternum,,
37884-4,XR Sternum PA and lateral and oblique,LP206665-4,Rad.Anatomic Location.Imaging Focus,Sternum,A,RID2473,Sternum,,
37884-4,XR Sternum PA and lateral and oblique,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37884-4,XR Sternum PA and lateral and oblique,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37884-4,XR Sternum PA and lateral and oblique,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37884-4,XR Sternum PA and lateral and oblique,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37884-4,XR Sternum PA and lateral and oblique,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37884-4,XR Sternum PA and lateral and oblique,LP220585-6,Rad.View.View type,oblique,A.C,RID45661,oblique view,,
37885-1,XR tomography Sternum,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37885-1,XR tomography Sternum,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37885-1,XR tomography Sternum,LP220473-5,Rad.Modality.Modality subtype,Tomography,A,RID28840,tomography,,
37885-1,XR tomography Sternum,LP206665-4,Rad.Anatomic Location.Imaging Focus,Sternum,A,RID2473,Sternum,,
37886-9,RFA Subclavian artery W contrast IA,LP206663-9,Rad.Anatomic Location.Imaging Focus,Subclavian artery,A,RID773,Subclavian artery,,
37886-9,RFA Subclavian artery W contrast IA,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37886-9,RFA Subclavian artery W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
37886-9,RFA Subclavian artery W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
37886-9,RFA Subclavian artery W contrast IA,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37886-9,RFA Subclavian artery W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
37886-9,RFA Subclavian artery W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37886-9,RFA Subclavian artery W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
37886-9,RFA Subclavian artery W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
37886-9,RFA Subclavian artery W contrast IA,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP263835-3,Rad.Guidance for.Object,Fluid,A,RID1547,Fluid,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP200066-1,Rad.Guidance for.Presence,Guidance,A,RID35732,Guidance,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP200039-8,Rad.Guidance for.Action,Aspiration,A,RID10398,Aspiration of bodily substance,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP200057-0,Rad.Guidance for.Approach,Percutaneous,A,RID11176,Percutaneous,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37887-7,RF Guidance for fluid aspiration of Pleural space,LP199940-0,Rad.Anatomic Location.Imaging Focus,Pleural space,A,RID1363,Pleural space,,
37888-5,XR Thumb 3 views,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37888-5,XR Thumb 3 views,LP207280-1,Rad.Anatomic Location.Imaging Focus,Thumb,A,RID2392,Thumb,,
37888-5,XR Thumb 3 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37888-5,XR Thumb 3 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37888-5,XR Thumb 3 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37888-5,XR Thumb 3 views,LP220532-8,Rad.View.Aggregation,Views 3,A,RID43406,3 views,,
37889-3,XR Thumb AP and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37889-3,XR Thumb AP and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37889-3,XR Thumb AP and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37889-3,XR Thumb AP and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37889-3,XR Thumb AP and lateral,LP207280-1,Rad.Anatomic Location.Imaging Focus,Thumb,A,RID2392,Thumb,,
37889-3,XR Thumb AP and lateral,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37889-3,XR Thumb AP and lateral,LP220552-6,Rad.View.View type,AP,A.A,RID43583,AP view,,
37889-3,XR Thumb AP and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37890-1,XR Thumb AP,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37890-1,XR Thumb AP,LP207280-1,Rad.Anatomic Location.Imaging Focus,Thumb,A,RID2392,Thumb,,
37890-1,XR Thumb AP,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37890-1,XR Thumb AP,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37890-1,XR Thumb AP,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37890-1,XR Thumb AP,LP220552-6,Rad.View.View type,AP,A,RID43583,AP view,,
37890-1,XR Thumb AP,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37891-9,XR Thumb lateral,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37891-9,XR Thumb lateral,LP220572-4,Rad.View.View type,lateral,A,RID43591,lateral view,,
37891-9,XR Thumb lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37891-9,XR Thumb lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37891-9,XR Thumb lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37891-9,XR Thumb lateral,LP207280-1,Rad.Anatomic Location.Imaging Focus,Thumb,A,RID2392,Thumb,,
37891-9,XR Thumb lateral,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37892-7,XR Thumb oblique view,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37892-7,XR Thumb oblique view,LP207280-1,Rad.Anatomic Location.Imaging Focus,Thumb,A,RID2392,Thumb,,
37892-7,XR Thumb oblique view,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37892-7,XR Thumb oblique view,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37892-7,XR Thumb oblique view,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37892-7,XR Thumb oblique view,LP220585-6,Rad.View.View type,oblique,A,RID45661,oblique view,,
37892-7,XR Thumb oblique view,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37893-5,XR Tibia and Fibula lateral,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37893-5,XR Tibia and Fibula lateral,LP220572-4,Rad.View.View type,lateral,A,RID43591,lateral view,,
37893-5,XR Tibia and Fibula lateral,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37893-5,XR Tibia and Fibula lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37893-5,XR Tibia and Fibula lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37893-5,XR Tibia and Fibula lateral,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37893-5,XR Tibia and Fibula lateral,LP207281-9,Rad.Anatomic Location.Imaging Focus,Tibia,A.A,RID2885,Tibia,,
37893-5,XR Tibia and Fibula lateral,LP207282-7,Rad.Anatomic Location.Imaging Focus,Fibula,A.B,RID2871,Fibula,,
37894-3,XR Tibia and Fibula Single view,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37894-3,XR Tibia and Fibula Single view,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37894-3,XR Tibia and Fibula Single view,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37894-3,XR Tibia and Fibula Single view,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37894-3,XR Tibia and Fibula Single view,LP220528-6,Rad.View.Aggregation,View 1,A,RID43399,1 view,,
37894-3,XR Tibia and Fibula Single view,LP207281-9,Rad.Anatomic Location.Imaging Focus,Tibia,A.A,RID2885,Tibia,,
37894-3,XR Tibia and Fibula Single view,LP207282-7,Rad.Anatomic Location.Imaging Focus,Fibula,A.B,RID2871,Fibula,,
37895-0,XR Tibia and Fibula 2 views,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP207281-9,Rad.Anatomic Location.Imaging Focus,Tibia,A.A,RID2885,Tibia,RPID2577,XR Tibia Fibula 2 Views
37895-0,XR Tibia and Fibula 2 views,LP207282-7,Rad.Anatomic Location.Imaging Focus,Fibula,A.B,RID2871,Fibula,RPID2577,XR Tibia Fibula 2 Views
37896-8,XR Tibia and Fibula AP and lateral,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37896-8,XR Tibia and Fibula AP and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37896-8,XR Tibia and Fibula AP and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37896-8,XR Tibia and Fibula AP and lateral,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37896-8,XR Tibia and Fibula AP and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37896-8,XR Tibia and Fibula AP and lateral,LP220552-6,Rad.View.View type,AP,A.A,RID43583,AP view,,
